DB05109,-0.19608374,0.23931627,0.05019253,0.05698078,-0.21290046,-0.06830791,0.06562623,-0.04144978,-0.04692309,-0.08106330,0.04345487,0.02751273,-0.06007619,-0.07670449,0.00760981,0.03668321,0.03763998,0.08948360,0.01886408,0.25362054,0.09155229,-0.13711305,-0.01899907,-0.05770514,-0.00549219,-0.15199748,0.26887849,0.01872207,-0.21672669,0.05964709,-0.00648303,-0.14651969
DB01319,0.06762701,-0.03296853,0.00550162,-0.08437801,0.05233356,-0.08996619,-0.07212515,-0.19896105,-0.06511188,-0.05513064,-0.03970011,0.03716223,-0.00004833,0.07286938,-0.10502143,-0.03455960,-0.08178118,-0.01669218,0.09244061,-0.09023626,-0.10461088,-0.03222987,0.05671179,0.02611123,0.03957759,-0.08999730,0.09407222,0.07822001,-0.00790529,0.06274965,-0.02736404,-0.06990837
DB01178,-0.18577705,-0.15680426,-0.12878813,0.13147317,0.10302614,0.02770748,-0.20921618,0.10113154,0.18631354,0.21441688,-0.18197429,-0.07930444,0.04571394,-0.18647991,0.11265974,0.03800831,0.02053279,0.09872899,0.23402508,-0.02234214,0.17491898,-0.11861880,-0.29343140,-0.11196616,-0.06083611,-0.10043634,0.04869860,-0.18354130,-0.01680207,0.07302155,-0.16237785,-0.17126222
DB01179,-0.23922658,0.03108287,-0.14682154,0.30815303,-0.16066268,0.16076776,0.06498270,0.53071517,0.07533752,0.15942156,0.04397001,-0.03444745,-0.10996419,-0.04750905,0.23438840,0.15200099,0.40879631,0.05871592,-0.43103120,0.16529042,0.41617021,0.15445457,-0.11514185,-0.23742294,-0.29525244,0.16580868,0.01991941,-0.12880421,-0.20371801,0.08086383,0.00475614,-0.10241996
DB01176,-0.10118550,0.05300317,-0.04351113,0.10643497,0.03463018,0.07079940,-0.19590096,0.03092305,0.05682640,0.09909035,-0.06138659,0.05721278,0.14283313,-0.09528737,0.02032087,-0.00397099,0.00979255,-0.06468228,0.14548086,0.16991971,0.02879519,-0.09244332,-0.18160976,0.00300406,0.13650991,-0.15979843,0.01601084,-0.04297535,-0.03117409,0.01276084,-0.08146108,-0.15663181
DB01177,-0.09491087,0.07844868,-0.01606251,0.01692236,-0.09321721,0.00921489,0.04416703,0.06195719,0.02909699,-0.06383173,0.03143563,-0.04800592,-0.11017408,0.02284318,-0.01912258,0.01643712,0.08540829,0.12017526,-0.10725166,0.10031077,0.12976478,0.06421599,-0.00052732,-0.09481096,-0.07961188,-0.02526266,0.12516728,0.00620192,-0.15447760,0.12036356,0.04446446,-0.06187277
DB01174,-0.11969842,0.01167665,-0.01994238,0.14479291,-0.03863962,-0.03192003,-0.08155086,0.17140380,0.10630899,0.10090827,-0.07425404,-0.04619212,0.03226154,-0.11593692,0.13478817,0.01867950,0.09700405,0.06239952,0.01082795,0.03326414,0.12896444,-0.07831731,-0.15576862,-0.10245037,-0.13761057,-0.02391129,0.11717819,-0.13205634,-0.09646570,-0.00990586,-0.02228611,-0.02486153
DB01175,-0.13559555,-0.14144956,-0.04611447,0.21682508,0.14161959,-0.03753594,-0.26578748,0.20237170,0.21751827,0.23405810,-0.22531298,-0.02766051,0.14262363,-0.10967366,0.24605803,0.00557337,0.16901255,0.00899196,0.13088802,-0.07996462,0.14622070,-0.11405667,-0.26351154,-0.19942699,-0.17738745,-0.01074957,0.12536889,-0.19061001,-0.04044741,-0.00082601,-0.07498814,-0.03337938
DB01173,-0.17872728,0.03526680,-0.06864293,0.24969901,-0.05051187,-0.03331429,-0.15280645,0.15990922,0.10129973,0.20150553,-0.12133998,0.08110412,0.11083171,-0.20037977,0.16077693,0.03431605,0.14762743,-0.00678687,0.08933764,0.10973362,0.12168270,-0.13977908,-0.18997686,-0.10354516,-0.06107567,-0.08069739,0.17221203,-0.09043350,-0.05458935,-0.01323313,-0.08402573,-0.11940299
DB01170,-0.31238279,-0.34442604,-0.22471897,0.49364293,0.08074920,-0.30760396,-0.07658643,0.14182763,0.25022852,0.58419913,-0.49046835,0.17764322,-0.03799907,-0.26774377,0.44913328,0.32335979,0.38413951,0.24003834,0.21883430,-0.29054478,0.31693473,-0.16406840,-0.10073059,-0.27289906,-0.39465362,0.18824652,0.45661816,-0.18894410,0.06251042,0.03647432,-0.22315679,-0.07529140
DB01171,-0.19764857,0.15487760,0.04008831,0.08717694,-0.11809661,-0.10580720,0.02742067,-0.10165127,-0.02060016,0.01339966,-0.09161919,0.04137205,-0.04601631,-0.15827218,0.04843093,0.09674308,-0.05811666,0.07729416,0.18658221,0.16996045,0.08692488,-0.19692439,-0.07602236,0.00505749,0.05313358,-0.14221808,0.22856516,-0.09722278,-0.14828086,-0.03499036,-0.11493875,-0.12451939
DB08162,-0.16118060,-0.13580036,0.00675604,0.12908261,0.24410890,-0.14212884,-0.26178062,0.01033687,-0.01505903,0.19053078,-0.14991935,0.20172930,0.01503331,-0.14301352,-0.02739999,0.00014295,-0.10614370,0.00156489,0.12573510,-0.05561980,-0.11642697,-0.04461330,-0.21108752,-0.06101693,0.05668954,-0.26018336,0.15452097,0.09577306,-0.02434235,0.05457196,-0.04255616,-0.15297100
DB01956,-0.14527726,0.00263722,-0.18326931,0.18780753,-0.05235680,-0.08294781,-0.19692625,0.19617270,0.16598704,0.16740745,-0.05998802,-0.01517395,0.04734083,-0.04218598,0.07665793,0.01038723,0.23565061,0.10256094,-0.06015756,0.02183752,0.14653471,-0.05384998,-0.22865064,-0.16633914,-0.25569114,-0.04543924,0.27765286,-0.01490633,-0.12564668,0.22850062,-0.02876602,-0.17079991
DB08167,-0.18754292,-0.36389014,-0.28381076,0.38063979,0.28612930,-0.28449705,-0.41265601,0.15971537,0.27176440,0.58004087,-0.47344935,0.12172560,0.13190722,-0.28705961,0.18518859,0.03824755,0.15485831,0.10076673,0.30195749,-0.28998125,0.05108941,-0.19763479,-0.32134461,-0.13340704,-0.23066282,0.00134408,0.30967459,-0.21131106,0.16958760,-0.01568975,-0.17125033,-0.05806632
DB01550,-0.16824660,0.12160347,-0.04701935,-0.01637052,-0.08272985,0.13716911,0.04623466,-0.06208014,-0.06136494,-0.00885219,0.03661250,0.00917440,-0.01491854,-0.14278297,-0.04372063,0.12054192,-0.11244778,0.02942628,0.11213562,0.20729184,0.16672879,-0.03721464,-0.12154087,0.12839773,0.22182849,-0.18699104,-0.06350007,-0.03968596,-0.05634167,0.03863911,-0.16272204,-0.25493389
DB00578,0.08876657,-0.21461193,-0.04711697,0.07673650,0.00385314,-0.15651353,0.17428881,-0.22082034,-0.20734428,0.11213236,-0.14423880,0.19570836,-0.13048509,-0.05582982,0.00845383,0.08959774,-0.05878858,-0.02915093,0.03236572,-0.27953953,-0.08902264,0.00934822,0.27745843,0.10908784,0.00227653,0.09421737,0.07186863,0.14806417,0.17067358,-0.05883479,-0.13582484,-0.02872717
DB01000,0.15975039,-0.27624246,0.02566626,-0.00416233,0.24012546,-0.19662969,0.04020958,-0.36235064,-0.13879210,0.11191253,-0.29567853,0.16274688,-0.02483296,-0.01194339,0.00409036,0.01037618,-0.20132108,-0.12291281,0.22664036,-0.48229006,-0.14727834,-0.10313726,0.14980777,0.15911394,0.03355768,0.06851753,-0.00537915,0.04594127,0.26365221,-0.22266190,-0.15186507,0.05801788
DB01001,0.08146291,-0.14518817,-0.12465005,0.09252420,0.14442778,-0.09114619,-0.26930189,-0.16885863,0.01910859,0.15340085,-0.20873517,0.14800736,0.17988712,-0.04162551,-0.05297877,-0.06010041,0.01537652,-0.10377204,0.23849331,-0.10531114,-0.15101364,-0.06183741,-0.05980137,0.02090271,0.11493694,-0.06506223,0.10548382,0.10090063,0.09959394,0.10650140,-0.07893968,-0.13446908
DB01006,0.01446707,0.13291790,0.01954005,-0.14695975,-0.07051706,0.06857114,-0.06254339,-0.11871658,-0.05632235,-0.16781706,0.11479758,-0.00657708,0.04210657,0.05834272,-0.15487820,-0.05644449,-0.07852392,-0.03509778,0.03465743,0.15306285,-0.04498409,0.01091998,-0.02222019,0.04969327,0.15858990,-0.16001576,-0.00425942,0.08620639,-0.07691712,0.10363840,0.01146065,-0.14806661
DB01007,-0.01069023,0.06421544,-0.01974285,-0.04398093,-0.01709840,-0.08838373,-0.15033399,-0.14875518,-0.01100768,-0.05318149,0.03404132,0.03857009,0.05424789,0.01047589,-0.12641899,-0.11233714,-0.00896094,0.06615248,0.09550942,0.11313353,-0.13712958,-0.06983735,-0.04551452,-0.05022673,0.03945956,-0.18814567,0.21057861,0.16586085,-0.10493089,0.20649916,0.07332734,-0.13527952
