entrez_id,symbol,Annotated_drug_processing,Disease_gene_Menche,Disease_gene_New,Drug_target,neighbors,nb_disease_genes_2015,nb_disease_gene_New,nb_drug_target,Palliative_target,zscore,Transcription_factor
9796,PHYHIP,No,No,No,No,31,5,7,6,No,-0.047717444,No
56992,KIF15,No,No,No,No,30,6,6,4,No,-0.56876064,No
7918,GPANK1,No,Yes,Yes,No,106,18,31,11,No,-0.923303301,No
9240,PNMA1,No,No,No,No,178,21,37,16,No,-1.418223014,No
8233,ZRSR2,No,No,No,No,50,3,11,8,No,-0.220973515,Yes
23548,TTC33,No,No,No,No,23,7,11,3,No,-0.637613123,No
4899,NRF1,No,No,No,No,521,62,123,76,No,-0.522091017,Yes
11253,MAN1B1,No,Yes,Yes,Yes,10,5,4,2,No,-0.048479306,No
5297,PI4KA,No,No,No,No,113,39,42,24,No,0.152043834,No
8601,RGS20,No,No,No,No,100,19,26,15,No,-0.507023938,No
6564,SLC15A1,No,No,No,Yes,66,9,20,10,No,-0.471596287,No
8933,RTL8C,No,No,No,No,23,7,9,7,No,0.673753138,No
8668,EIF3I,No,No,No,No,122,25,54,45,No,1.69885304,No
22976,PAXIP1,No,No,No,No,134,24,44,23,No,-0.205598544,Yes
10826,FAXDC2,No,No,No,No,35,6,12,9,No,0.452871358,No
345274,SLC10A6,No,No,No,Yes,150,23,48,19,No,-0.700895434,No
4489,MT1A,No,No,No,Yes,6,2,3,2,Yes,0.512211067,No
7157,TP53,No,Yes,Yes,Yes,762,173,296,232,No,0.905726957,Yes
6272,SORT1,No,No,No,No,138,32,56,24,No,-0.442789406,No
54873,PALMD,No,No,No,No,9,1,2,2,No,-0.043019652,No
4041,LRP5,No,Yes,Yes,No,44,17,16,3,No,-1.129672445,No
50943,FOXP3,No,Yes,No,No,663,183,319,238,No,0.960643033,Yes
6202,RPS8,No,No,No,Yes,193,27,48,38,No,-0.253575522,No
9733,SART3,No,Yes,No,No,134,13,30,22,No,-0.284386307,Yes
924,CD7,No,No,No,No,54,14,17,7,No,-0.668852041,No
94097,SFXN5,No,No,No,No,77,17,28,19,No,0.52433067,No
65005,MRPL9,No,No,No,No,68,4,10,6,No,-1.003851592,No
80775,TMEM177,No,No,No,No,31,1,4,6,No,-0.047717444,No
5704,PSMC4,No,No,No,No,88,15,26,27,No,0.913453275,No
80755,AARSD1,No,No,No,No,134,23,51,24,No,-0.126810781,No
1958,EGR1,Yes,No,No,No,910,185,324,195,No,0.567077822,Yes
54965,PIGX,No,No,No,No,3,0,1,1,No,0.459777032,No
6633,SNRPD2,No,No,No,Yes,86,17,22,11,No,-0.644771378,No
9128,PRPF4,No,No,Yes,No,93,17,27,11,No,-0.742486241,No
85289,KRTAP4-5,No,No,No,No,62,6,6,4,No,-1.209746223,No
386675,KRTAP10-7,No,No,No,No,289,37,54,28,No,-1.097534372,No
6872,TAF1,No,Yes,Yes,No,677,103,199,123,No,-0.091915089,Yes
85028,SNHG12,No,No,No,No,7,4,4,0,No,-1.153679204,No
10451,VAV3,No,No,Yes,No,45,19,25,20,No,2.204543758,No
54764,ZRANB1,No,No,No,No,161,18,42,7,No,-1.807576332,No
3846,KRTAP5-9,No,No,No,No,198,28,39,25,No,-0.941776313,No
386682,KRTAP10-3,No,No,No,No,294,35,66,34,No,-0.846076592,No
3163,HMOX2,No,No,No,Yes,90,13,29,21,No,0.247732354,No
91289,LMF2,No,No,No,No,22,1,4,6,No,0.511388112,No
2353,FOS,No,No,Yes,Yes,715,150,237,144,No,0.100291177,Yes
23411,SIRT1,No,No,No,Yes,179,54,86,58,No,0.805194925,Yes
5611,DNAJC3,No,No,No,No,14,4,4,6,No,1.606971458,No
7316,UBC,No,No,No,No,5198,1015,1829,1164,No,9.436024084,No
3965,LGALS9,No,No,No,Yes,79,18,35,27,No,1.593881679,No
10130,PDIA6,No,No,No,No,68,17,26,20,No,0.851065619,No
4609,MYC,Yes,Yes,Yes,Yes,1107,218,381,263,No,1.189460016,Yes
10084,PQBP1,No,Yes,No,No,72,14,28,14,No,0.021444321,Yes
9064,MAP3K6,No,No,No,Yes,36,6,11,13,No,1.25158222,No
54474,KRT20,No,No,No,No,53,7,11,4,No,-1.185118624,No
115265,DDIT4L,No,No,No,No,593,78,172,96,No,-0.33903743,No
114791,TUBGCP5,No,No,No,No,37,5,15,6,No,-0.390739219,No
653784,MZT2A,No,No,No,No,23,2,8,3,No,-0.637613123,No
2147,F2,No,Yes,Yes,Yes,36,16,18,26,No,4.236390025,No
6696,SPP1,No,No,Yes,No,91,16,26,23,No,0.501838526,No
23385,NCSTN,No,Yes,Yes,No,159,28,53,35,No,0.284979462,No
1759,DNM1,No,No,Yes,No,62,16,28,13,No,0.168159745,No
23523,CABIN1,No,No,No,No,28,2,9,6,No,0.120014384,No
10726,NUDC,No,No,No,Yes,98,20,32,13,No,-0.552220436,No
55764,IFT122,No,No,No,No,30,9,14,7,No,0.249520797,No
963,CD53,No,No,No,No,86,15,29,8,No,-0.960386447,No
57228,SMAGP,No,No,No,No,39,1,8,9,No,0.303270434,No
2932,GSK3B,No,No,No,Yes,416,107,178,118,No,-0.137678485,No
4853,NOTCH2,No,Yes,Yes,No,71,20,25,14,No,0.021444321,Yes
2520,GAST,No,No,No,Yes,34,3,13,5,No,-0.437390604,No
55739,NAXD,No,No,Yes,No,32,7,10,4,No,-0.646263349,No
386676,KRTAP10-9,No,No,No,No,227,31,49,25,No,-1.148945304,No
57709,SLC7A14,No,No,Yes,No,49,6,6,5,No,-0.744187663,No
93380,MMGT1,No,No,No,No,156,22,46,27,No,-0.207957986,No
5817,PVR,No,No,No,Yes,105,16,21,6,No,-1.372963999,No
84102,SLC41A2,No,No,No,No,37,6,10,3,No,-1.148939576,No
1186,CLCN7,No,Yes,Yes,No,55,12,23,8,No,-0.47780644,No
54682,MANSC1,No,No,No,No,89,12,30,23,No,0.469639328,Yes
891,CCNB1,No,No,No,No,120,28,45,31,No,0.526553917,No
9133,CCNB2,No,No,No,No,28,6,9,7,No,0.383766927,No
11033,ADAP1,No,No,No,No,20,3,10,8,No,1.252667301,No
22809,ATF5,No,No,No,No,22,7,12,4,No,-0.242093308,Yes
100130958,SYCE1L,No,No,No,No,36,3,9,3,No,-1.044423784,No
1017,CDK2,No,Yes,Yes,Yes,569,113,194,143,No,0.091138498,Yes
3276,PRMT1,No,No,No,Yes,133,30,45,26,No,0.030764746,No
4728,NDUFS8,No,Yes,No,Yes,48,16,15,24,No,2.541676695,No
25915,NDUFAF3,No,No,No,No,42,12,14,12,No,0.642144858,No
5307,PITX1,No,Yes,Yes,No,112,22,28,6,No,-1.401654095,Yes
337974,KRTAP19-7,No,No,No,No,85,17,30,6,No,-1.170796492,No
5295,PIK3R1,No,No,Yes,Yes,572,146,258,269,No,1.244376092,No
6850,SYK,No,No,Yes,Yes,201,62,101,80,No,1.611604508,No
6732,SRPK1,No,No,No,No,229,38,72,51,No,0.15604188,No
7325,UBE2E2,No,No,Yes,No,81,16,25,9,No,-0.856440794,No
6595,SMARCA2,No,No,No,No,78,27,33,18,No,0.390636794,Yes
3238,HOXD12,No,No,No,No,19,6,13,1,No,-1.280275105,Yes
9935,MAFB,No,No,Yes,No,30,8,16,4,No,-0.56876064,Yes
28969,BZW2,No,No,Yes,No,34,9,9,4,No,-0.699249452,No
55248,PACC1,No,No,No,No,91,13,29,5,No,-1.364648624,No
10454,TAB1,No,No,No,Yes,141,24,46,38,No,0.468570449,No
11151,CORO1A,No,No,No,No,46,5,16,4,No,-0.994809567,Yes
344387,CDKL4,No,No,No,No,17,4,7,5,No,0.679496142,No
653269,POTEI,No,No,No,No,57,19,27,23,No,1.554937116,No
84988,PPP1R16A,No,No,No,No,54,4,10,10,No,-0.152585457,No
91419,ATP23,No,No,No,No,42,9,16,3,No,-1.040437238,No
2114,ETS2,No,No,No,No,40,14,24,12,No,0.798709245,Yes
203286,ANKS6,No,No,Yes,No,24,2,10,5,No,0.019612766,No
23386,NUDCD3,No,No,No,No,126,17,40,15,No,-0.835900649,No
6667,SP1,Yes,No,No,No,705,168,269,183,No,0.457245671,Yes
23636,NUP62,No,Yes,No,No,122,28,37,16,No,-0.729480857,Yes
28511,NKIRAS2,No,No,No,No,18,3,5,2,No,-0.771136663,No
406881,MIRLET7A1,No,No,No,No,4,0,0,0,No,-0.934308929,No
3433,IFIT2,No,No,No,No,28,8,10,1,No,-1.198748328,No
6773,STAT2,No,Yes,Yes,No,152,32,49,34,No,0.223362281,Yes
6790,AURKA,No,No,Yes,Yes,276,58,104,76,No,0.914127872,No
55352,COPRS,No,No,No,No,36,4,9,6,No,-0.355621983,No
6434,TRA2B,No,No,No,No,70,3,13,15,No,0.227484656,No
7307,U2AF1,No,No,No,No,122,18,28,25,No,0.024140008,Yes
10524,KAT5,No,No,No,No,309,64,109,68,No,0.578850832,Yes
653121,ZBTB8A,No,No,No,No,78,11,18,4,No,-1.481077471,Yes
30012,TLX3,No,No,Yes,No,118,24,29,9,No,-1.315630418,Yes
22803,XRN2,No,No,Yes,No,53,8,20,12,No,0.191592266,Yes
55677,IWS1,No,No,No,No,25,6,11,1,No,-1.464362512,No
6125,RPL5,No,Yes,Yes,No,163,23,45,47,No,0.977511068,No
23029,RBM34,No,No,No,No,115,16,31,13,No,-0.797438234,No
8773,SNAP23,No,No,No,No,66,9,23,12,No,-0.186723403,No
375260,WASH2P,No,No,No,No,6,1,2,1,No,-0.307864395,No
801,CALM1,No,No,Yes,Yes,109,32,58,45,Yes,2.134389449,No
3845,KRAS,No,Yes,Yes,Yes,105,23,44,34,No,1.145135912,No
3628,INPP1,No,No,No,No,14,2,3,3,No,0.112298202,No
55759,WDR12,No,Yes,Yes,No,31,7,8,4,No,-0.614169678,No
5536,PPP5C,No,No,Yes,Yes,106,23,48,32,No,0.965271633,No
653404,FOXD4L6,No,No,No,No,23,2,6,6,No,0.345911573,Yes
9129,PRPF3,No,Yes,Yes,No,152,23,39,13,No,-1.07059852,No
11198,SUPT16H,No,No,No,No,110,25,32,21,No,-0.106905821,Yes
10291,SF3A1,No,No,No,No,118,21,34,23,No,-0.143331296,No
29093,MRPL22,No,No,No,No,30,1,2,4,No,-0.56876064,No
7536,SF1,No,Yes,Yes,Yes,188,28,55,33,No,-0.518268134,Yes
8241,RBM10,No,Yes,No,No,99,16,29,11,No,-0.718387934,Yes
4233,MET,No,Yes,Yes,Yes,233,52,101,70,No,1.10968636,Yes
84517,ACTRT3,No,No,No,No,35,17,23,18,No,2.527314353,No
1869,E2F1,No,No,No,No,673,119,239,133,No,-0.000388295,Yes
3428,IFI16,No,No,Yes,No,105,13,31,11,No,-0.923303301,Yes
5810,RAD1,No,No,No,No,27,7,8,4,No,-0.474576045,No
81631,MAP1LC3B,No,No,No,No,101,21,39,19,No,-0.137987527,No
3866,KRT15,No,No,No,No,151,36,51,13,No,-1.07059852,No
84707,BEX2,No,No,No,No,93,13,17,9,No,-0.949873702,No
10664,CTCF,No,No,Yes,No,1361,185,389,186,No,0.484703708,Yes
255919,CNEP1R1,No,No,No,No,8,0,3,1,No,-0.572811457,No
5875,RABGGTA,No,No,No,Yes,37,6,9,9,No,0.367461138,No
10963,STIP1,No,No,No,Yes,121,25,49,36,No,0.945232175,No
8533,COPS3,No,No,No,No,72,21,25,16,No,0.280920609,Yes
144699,FBXL14,No,No,No,No,25,2,6,4,No,-0.460228218,No
151,ADRA2B,No,No,Yes,Yes,6,3,3,1,Yes,-0.307864395,No
57007,ACKR3,No,No,No,No,28,7,12,10,No,1.175024554,No
4637,MYL6,No,No,No,No,52,13,21,14,No,0.554209864,No
55607,PPP1R9A,No,No,No,No,33,4,8,8,No,0.258339228,No
4682,NUBP1,No,No,No,No,8,3,5,1,No,-0.572811457,No
5885,RAD21,No,No,Yes,No,969,165,291,186,No,0.484703708,Yes
339834,CCDC36,No,No,No,No,79,14,21,4,No,-1.481077471,No
552900,BOLA2,No,No,No,No,34,7,8,3,No,-0.9611083,Yes
7428,VHL,No,Yes,Yes,No,195,42,73,73,No,1.599272761,Yes
83729,INHBE,No,No,No,No,18,7,10,6,No,0.841506549,No
27069,GHITM,No,No,No,No,52,9,19,11,No,0.037400666,No
79811,SLTM,No,No,No,No,33,9,12,6,No,-0.249327395,Yes
675,BRCA2,No,Yes,Yes,No,85,35,43,21,No,0.407278851,Yes
5889,RAD51C,No,Yes,Yes,No,22,9,15,3,No,-0.618834018,No
166,TLE5,No,No,No,No,384,74,108,24,No,-0.998030341,No
1894,ECT2,No,No,No,No,73,13,23,15,No,0.151182465,No
1122,CHML,No,No,No,No,20,1,4,5,No,0.164727594,No
5870,RAB6A,No,No,No,No,22,6,9,1,No,-1.372315438,No
1175,AP2S1,No,No,No,No,40,10,15,10,No,0.365221749,No
55589,BMP2K,No,Yes,No,Yes,55,14,26,15,No,0.594579762,No
4809,SNU13,No,No,No,Yes,114,19,27,26,No,0.324676937,No
6432,SRSF7,No,No,No,No,83,14,19,16,No,-0.118746263,No
1650,DDOST,No,No,No,No,39,12,13,10,No,0.529175961,No
3608,ILF2,No,No,No,No,206,32,60,50,No,0.105850065,Yes
6502,SKP2,No,No,No,No,162,41,55,32,No,-0.066896707,No
3181,HNRNPA2B1,No,No,No,Yes,123,34,52,29,No,0.359082614,No
6613,SUMO2,No,No,No,No,850,156,296,167,No,0.310802801,No
26121,PRPF31,No,Yes,Yes,No,195,25,42,14,No,-1.524100059,No
159163,RBMY1F,No,No,No,No,19,3,4,2,No,-0.868386366,No
135932,TMEM139,No,No,No,No,42,12,16,4,No,-0.853483672,No
144404,TMEM120B,No,No,No,No,68,14,28,19,No,0.718571532,No
682,BSG,No,No,No,No,106,24,47,16,No,-0.473642602,No
9238,TBRG4,No,No,No,No,48,8,12,3,No,-1.177499938,No
754,PTTG1IP,No,No,No,No,21,8,11,3,No,-0.594955357,Yes
5079,PAX5,No,Yes,Yes,No,240,46,81,27,No,-1.139444003,Yes
1203,CLN5,No,Yes,Yes,No,14,5,7,3,No,0.112298202,No
203562,TMEM31,No,No,No,No,140,21,43,14,No,-1.093760731,No
1847,DUSP5,No,No,No,No,18,7,9,5,No,0.438345746,No
1994,ELAVL1,No,No,No,No,358,72,121,107,No,-0.238357958,No
9921,RNF10,No,No,No,No,43,7,13,7,No,-0.292842149,Yes
79003,MIS12,No,No,No,No,89,17,28,10,No,-0.972756001,No
4726,NDUFS6,No,No,No,Yes,89,19,20,44,No,2.799662551,No
23530,NNT,Yes,No,No,Yes,33,6,10,8,No,0.258339228,No
6874,TAF4,No,No,No,No,49,7,12,7,No,-0.395378231,Yes
65220,NADK,No,No,No,No,16,1,3,2,No,-0.673106856,No
79843,FAM124B,No,No,No,No,71,9,15,1,No,-1.665151548,No
10159,ATP6AP2,No,Yes,Yes,No,105,19,40,18,No,-0.293778323,No
10970,CKAP4,No,No,No,No,72,16,26,15,No,0.151182465,No
5476,CTSA,No,Yes,No,No,71,15,27,16,No,0.280920609,No
8000,PSCA,No,Yes,Yes,No,49,6,8,6,No,-0.569782947,No
2770,GNAI1,No,No,No,Yes,74,18,34,25,No,0.973358718,No
58157,NGB,Yes,No,No,No,22,3,9,3,No,-0.618834018,No
10484,SEC23A,No,No,No,No,78,19,26,16,No,0.123249042,No
10782,ZNF274,No,No,No,No,142,14,26,13,No,-1.158857864,Yes
10455,ECI2,No,No,No,Yes,30,8,10,6,No,-0.023239682,No
84461,NEURL4,No,No,No,No,45,7,11,3,No,-1.129672445,No
7182,NR2C2,No,No,No,No,103,18,32,15,No,-0.507023938,Yes
8021,NUP214,No,Yes,Yes,No,151,37,51,18,No,-0.762512615,No
80854,SETD7,No,No,Yes,Yes,55,11,14,13,No,0.288183705,Yes
121504,H4-16,No,No,No,No,84,16,25,20,No,0.302073828,No
10946,SF3A3,No,No,Yes,Yes,83,13,23,14,No,-0.329156309,Yes
22938,SNW1,No,No,No,No,275,50,73,40,No,-0.594618811,Yes
7580,ZNF32,No,No,No,No,18,1,2,4,No,0.035184943,Yes
3169,FOXA1,No,No,No,No,498,101,172,115,No,-0.165136523,Yes
26173,INTS1,No,No,Yes,No,34,3,11,8,No,0.348185941,No
7341,SUMO1,No,No,No,No,543,137,227,152,No,0.173512612,Yes
84464,SLX4,No,No,Yes,No,31,7,11,5,No,-0.330943561,No
1111,CHEK1,No,No,No,Yes,223,45,86,59,No,0.557576398,No
11177,BAZ1A,No,No,Yes,No,32,6,8,8,No,0.424962252,Yes
7014,TERF2,No,No,No,No,102,19,40,13,No,-0.691542143,Yes
84717,HDGFL2,No,No,Yes,No,47,8,18,9,No,-0.114878043,No
6839,SUV39H1,No,No,No,No,183,30,56,23,No,-1.047653358,Yes
202051,SPATA24,No,No,No,No,41,4,9,6,No,-0.598011232,No
7276,TTR,No,Yes,Yes,Yes,61,15,28,19,Yes,1.086763723,No
64794,DDX31,No,No,No,No,96,18,23,35,No,1.275622045,No
339229,OXLD1,No,No,No,No,43,6,14,11,No,0.466964508,No
390916,NUDT19,No,No,No,No,11,2,2,1,No,-0.809650561,No
1973,EIF4A1,No,No,No,Yes,78,17,26,24,No,1.192800051,No
11325,DDX42,No,No,No,No,43,10,12,9,No,0.087061179,No
51070,NOSIP,No,No,No,No,20,4,7,10,No,1.977960438,No
9135,RABEP1,No,No,Yes,No,78,13,29,9,No,-0.812608091,No
220929,ZNF438,No,No,No,No,72,3,15,6,No,-1.016460829,Yes
84277,DNAJC30,Yes,No,No,No,39,6,10,12,No,0.980987015,No
147872,KASH5,No,No,No,No,113,16,27,12,No,-0.883754785,No
841,CASP8,No,Yes,Yes,Yes,231,57,104,59,No,0.557576398,No
51283,BFAR,No,No,No,No,24,5,9,9,No,1.418656741,No
23137,SMC5,No,No,No,No,24,3,4,2,No,-1.029670215,No
56160,NSMCE3,No,No,No,No,11,0,1,0,No,-1.346975217,No
358,AQP1,Yes,No,No,Yes,153,21,42,14,No,-1.008981339,No
157556,BAALC-AS2,No,No,No,No,17,0,4,2,No,-0.688043263,No
2113,ETS1,No,Yes,Yes,No,1496,319,587,410,No,2.534903876,Yes
5791,PTPRE,No,No,No,Yes,21,5,11,10,No,2.040074802,No
5739,PTGIR,No,No,Yes,Yes,67,13,20,20,No,0.851065619,No
7013,TERF1,No,No,No,No,243,38,75,68,No,0.578850832,Yes
7015,TERT,No,Yes,Yes,Yes,98,30,50,36,No,1.358705794,No
23404,EXOSC2,No,No,Yes,No,42,5,10,5,No,-0.666530106,No
339324,ZNF260,No,No,No,No,7,1,4,0,No,-1.153679204,Yes
8646,CHRD,No,No,No,No,63,14,15,7,No,-0.925610688,No
353332,KRTAP12-1,No,No,No,No,63,8,10,2,No,-1.709765923,No
6789,STK4,No,No,No,No,134,24,45,42,No,1.291368956,No
10980,COPS6,No,No,No,No,172,35,56,46,No,0.907883883,No
51614,ERGIC3,No,No,No,No,256,41,66,33,No,-0.887986222,No
340481,ZDHHC21,No,No,No,No,19,2,3,5,No,0.36727985,Yes
1956,EGFR,Yes,Yes,Yes,Yes,623,149,283,230,No,0.887421599,No
6714,SRC,No,No,Yes,Yes,585,189,305,230,No,0.887421599,No
3024,H1-1,No,No,No,No,234,36,76,38,No,-0.496451712,No
5580,PRKCD,No,No,Yes,Yes,212,67,107,93,No,2.2640981,No
3662,IRF4,No,Yes,Yes,No,92,28,51,24,No,0.605532257,Yes
84058,WDR54,No,No,No,No,38,12,14,6,No,-0.678078373,No
120939,TMEM52B,No,No,No,No,96,21,30,11,No,-0.718387934,No
149111,CNIH3,No,No,Yes,No,29,5,5,3,No,-0.855279588,No
8335,H2AC4,No,No,No,No,156,33,41,24,No,-0.392809529,No
8607,RUVBL1,No,No,No,No,176,27,57,47,No,0.977511068,Yes
5111,PCNA,No,No,No,Yes,262,63,100,57,No,0.1178449,Yes
2623,GATA1,No,Yes,Yes,No,740,188,329,205,No,0.658604616,Yes
7525,YES1,No,No,No,Yes,183,51,72,47,No,0.222871179,No
1053,CEBPE,No,No,Yes,No,58,12,20,12,No,-0.070147539,Yes
3574,IL7,No,No,Yes,No,7,4,5,1,No,-0.382081901,No
353132,LCE1B,No,No,No,No,72,6,7,3,No,-1.40567526,No
388677,NOTCH2NLA,No,No,No,No,368,47,85,59,No,-0.677686565,No
1460,CSNK2B,No,Yes,Yes,Yes,309,65,118,74,No,0.830308612,No
85457,CIPC,No,No,No,No,13,2,9,1,No,-0.938754558,No
23013,SPEN,No,No,No,No,49,10,17,9,No,-0.046568799,Yes
54039,PCBP3,No,No,No,No,35,6,7,8,No,0.222377692,No
9712,USP6NL,No,No,No,No,19,7,11,7,No,1.191057328,No
5499,PPP1CA,No,No,No,Yes,351,72,143,71,No,-0.567854413,No
55718,POLR3E,No,No,No,No,64,6,19,12,No,-0.141455454,Yes
7375,USP4,No,No,No,No,81,18,31,25,No,1.021642571,No
27339,PRPF19,No,No,No,No,133,28,44,27,No,0.109552509,No
7107,GPR137B,No,No,Yes,No,8,2,3,1,No,-0.572811457,No
79699,ZYG11B,No,No,No,No,37,2,10,2,No,-1.401673028,No
3303,HSPA1A,No,No,No,No,109,32,43,35,No,1.235068052,No
5830,PEX5,No,Yes,Yes,No,67,23,27,19,No,0.718571532,No
5501,PPP1CC,No,No,No,Yes,294,48,103,67,No,0.536941201,No
10055,SAE1,No,No,Yes,No,32,15,17,8,No,0.424962252,No
10025,MED16,No,No,No,No,61,16,30,11,No,-0.138041581,Yes
81857,MED25,No,Yes,Yes,No,66,12,19,15,No,0.240585923,Yes
54915,YTHDF1,No,No,No,No,52,5,14,4,No,-1.168487463,No
100130613,PRR32,No,No,No,No,4,1,1,1,No,0.132057799,No
5573,PRKAR1A,No,Yes,Yes,Yes,111,25,40,35,No,1.101525902,Yes
6195,RPS6KA1,No,No,No,Yes,111,31,48,44,No,1.878374866,No
4088,SMAD3,Yes,Yes,Yes,No,406,120,190,93,No,-0.366495468,Yes
5515,PPP2CA,No,No,Yes,Yes,265,58,100,66,No,0.495031571,Yes
5359,PLSCR1,No,No,No,No,144,32,38,15,No,-1.028663599,Yes
353141,LCE2D,No,No,No,No,58,6,6,4,No,-1.252027288,No
4222,MEOX1,No,No,Yes,No,108,17,37,13,No,-0.743439021,Yes
57862,ZNF410,No,No,No,No,67,8,13,7,No,-0.871357506,Yes
1946,EFNA5,No,Yes,No,No,266,33,82,19,No,-1.474721043,No
653166,OR1D4,No,No,No,No,60,13,16,8,No,-0.722447297,No
5355,PLP2,No,No,No,No,93,17,27,20,No,0.190757335,No
22839,DLGAP4,No,No,No,No,56,12,28,12,No,0.134985676,No
205,AK4,Yes,No,Yes,Yes,11,2,4,5,No,1.339648063,No
6352,CCL5,No,No,No,Yes,73,19,33,25,No,1.448563903,No
2261,FGFR3,No,Yes,Yes,Yes,54,19,21,22,No,1.912480878,No
63940,GPSM3,No,Yes,Yes,No,49,4,9,7,No,-0.395378231,No
1490,CCN2,No,No,No,No,34,12,19,14,No,1.91933903,No
151230,KLHL23,No,No,No,No,21,2,5,5,No,0.157910403,No
6566,SLC16A1,No,No,Yes,Yes,17,5,7,5,No,0.679496142,No
2885,GRB2,No,No,No,Yes,712,176,298,198,No,0.59453586,No
5290,PIK3CA,No,Yes,Yes,Yes,98,35,53,34,No,1.192538296,No
1874,E2F4,No,Yes,No,No,628,126,214,120,No,-0.119373127,Yes
3619,INCENP,No,No,No,Yes,24,4,11,10,No,1.768417735,No
2332,FMR1,No,Yes,Yes,No,290,60,108,40,No,-0.594618811,Yes
25957,PNISR,No,No,No,No,17,7,7,3,No,-0.232196795,No
1107,CHD3,No,No,Yes,No,154,23,34,38,No,0.469831005,Yes
7138,TNNT1,No,Yes,No,No,65,6,14,10,No,-0.471596287,No
119,ADD2,No,No,No,No,22,2,6,11,No,2.395091661,No
5590,PRKCZ,No,No,No,No,195,48,87,77,No,1.81102685,No
4738,NEDD8,No,No,Yes,No,199,39,69,53,No,0.256425509,Yes
8367,H4C5,No,No,No,No,92,22,33,19,No,0.087063604,No
51255,RNF181,No,No,No,No,31,7,9,9,No,0.801960907,No
51619,UBE2D4,No,No,No,No,109,11,33,8,No,-1.19309972,No
11100,HNRNPUL1,No,No,No,No,97,21,29,16,No,-0.302969189,Yes
113730,KLHDC7B,No,No,No,No,28,5,7,1,No,-1.198748328,No
10492,SYNCRIP,No,No,No,No,228,34,72,43,No,-0.245492639,No
57654,UVSSA,No,No,No,No,13,4,5,1,No,-0.938754558,No
80764,THAP7,No,No,No,No,114,22,30,8,No,-1.229020992,Yes
7514,XPO1,No,No,No,No,422,71,143,63,No,-0.641075848,No
10413,YAP1,No,No,Yes,No,162,40,73,43,No,0.699002328,Yes
1836,SLC26A2,No,Yes,Yes,No,17,2,4,5,No,0.679496142,No
4000,LMNA,No,Yes,Yes,No,523,97,177,81,No,-0.47632762,No
7726,TRIM26,No,No,Yes,No,72,15,21,10,No,-0.497508254,Yes
7329,UBE2I,No,No,No,No,512,124,206,99,No,-0.311579392,Yes
64755,RUSF1,No,No,No,No,81,18,25,19,No,0.317361309,No
5690,PSMB2,No,No,No,Yes,80,12,17,28,No,1.373783202,No
64881,PCDH20,No,No,No,No,46,8,13,5,No,-0.797258731,No
79649,MAP7D3,No,No,No,No,12,4,6,3,No,0.433497288,No
7073,TIAL1,No,No,No,No,77,15,23,19,No,0.52433067,Yes
10127,ZNF263,No,No,No,No,431,73,146,63,No,-0.641075848,Yes
3732,CD82,No,No,No,No,37,14,21,13,No,1.378394947,No
85027,SMIM3,No,Yes,No,No,53,15,18,4,No,-1.185118624,No
1871,E2F3,No,No,No,No,50,14,21,10,No,0.127835918,Yes
3065,HDAC1,No,No,No,Yes,508,135,201,82,No,-0.467174941,Yes
5080,PAX6,No,Yes,Yes,No,144,31,53,20,No,-0.703177936,Yes
55768,NGLY1,No,No,Yes,No,24,6,11,4,No,-0.330148228,No
8575,PRKRA,No,Yes,Yes,No,48,5,8,6,No,-0.64618899,No
1295,COL8A1,No,No,Yes,No,86,12,17,5,No,-1.276001515,No
4856,CCN3,No,Yes,No,No,32,11,13,9,No,0.692768652,No
830,CAPZA2,No,No,No,No,225,45,80,35,No,-0.647027157,No
11344,TWF2,No,No,No,No,29,6,11,3,No,-0.855279588,No
4879,NPPB,No,No,Yes,Yes,19,3,6,8,Yes,1.602946066,No
9759,HDAC4,No,No,No,Yes,170,41,70,40,No,0.490120773,Yes
25975,EGFL6,No,No,No,No,18,3,9,5,No,0.438345746,No
8766,RAB11A,No,No,No,Yes,112,30,51,27,No,0.410993489,No
84418,CYSTM1,No,No,No,No,14,1,5,5,No,1.10874704,No
6688,SPI1,No,No,No,No,459,108,182,99,No,-0.311579392,Yes
9770,RASSF2,No,No,No,No,21,6,12,7,No,0.910776163,No
5708,PSMD2,No,No,No,No,184,36,66,53,No,0.540502313,No
8725,URI1,No,No,No,No,58,7,17,14,No,0.225322398,Yes
5467,PPARD,No,No,Yes,Yes,98,20,43,30,Yes,0.860203299,Yes
8841,HDAC3,No,No,No,Yes,234,61,99,58,No,0.507384583,Yes
5728,PTEN,No,Yes,Yes,Yes,127,41,49,45,No,1.527732246,Yes
7804,LRP8,No,Yes,Yes,No,35,13,17,10,No,0.683365024,No
2033,EP300,No,Yes,Yes,No,1124,259,412,268,No,1.235223413,Yes
5629,PROX1,No,Yes,Yes,No,22,10,14,10,No,2.018350951,Yes
3588,IL10RB,No,Yes,No,No,29,8,10,1,No,-1.382450312,No
150709,ANKAR,No,No,No,No,357,131,199,202,No,0.631146578,No
57175,CORO1B,No,No,No,No,50,12,19,13,No,0.651050066,No
135295,SRSF12,No,No,No,No,17,0,2,4,No,0.223649674,No
5042,PABPC3,No,No,No,No,9,1,5,3,No,0.600791688,No
932,MS4A3,No,No,No,No,40,6,5,2,No,-1.368728236,No
403313,PLPP6,No,No,No,No,57,7,18,9,No,-0.513352445,No
