entrez_id,symbol,Annotated_drug_processing,Disease_gene_Menche,Disease_gene_New,Drug_target,neighbors,nb_disease_genes_2015,nb_disease_gene_New,nb_drug_target,Palliative_target,zscore,Transcription_factor
26823,RNU12-2P,No,No,No,No,15,7,9,2,No,-0.476526783,No
114569,MAL2,No,No,No,No,53,9,20,15,No,0.707858849,No
4322,MMP13,No,No,No,Yes,8,2,2,6,No,2.768588709,No
8089,YEATS4,No,No,Yes,No,96,22,36,17,No,-0.21988544,Yes
4832,NME3,No,No,No,No,24,9,10,4,No,-0.330148228,No
6710,SPTB,No,Yes,Yes,No,27,7,12,2,No,-1.084500492,No
51192,CKLF,No,No,No,No,6,2,3,0,No,-1.127939856,No
8636,SSNA1,No,No,No,No,27,4,8,3,No,-0.779538268,No
8972,MGAM,No,No,No,Yes,7,1,2,1,No,-0.382081901,No
54516,MTRF1L,No,No,No,No,5,2,2,0,No,-1.008786655,No
55605,KIF21A,No,Yes,No,No,54,12,18,8,No,-0.496763179,No
3791,KDR,No,Yes,No,Yes,93,24,45,26,No,0.812919718,No
6274,S100A3,No,No,No,No,19,3,6,4,No,-0.044608889,No
3840,KPNA4,No,No,Yes,No,65,17,28,13,No,-0.044286961,No
55227,LRRC1,No,No,No,No,24,2,7,7,No,0.719134754,No
284904,SEC14L4,No,No,No,Yes,22,4,7,1,No,-1.372315438,No
84895,MIGA2,No,No,No,No,9,1,1,4,No,1.244603027,No
7436,VLDLR,No,No,Yes,Yes,14,5,9,3,No,0.112298202,No
23046,KIF21B,No,Yes,Yes,No,53,11,11,8,No,-0.496763179,No
4704,NDUFA9,No,No,No,Yes,65,17,19,39,No,3.659060531,No
112398,EGLN2,No,No,Yes,Yes,27,9,16,11,No,1.660159521,Yes
343637,RSPO4,No,No,No,No,15,1,2,2,No,-0.476526783,No
8896,BUD31,No,No,No,No,62,10,11,12,No,0.015059082,Yes
286,ANK1,No,Yes,Yes,No,41,15,21,4,No,-0.994518678,No
6508,SLC4A3,No,No,No,No,4,2,2,2,No,1.198424527,No
51705,EMCN,No,No,No,No,3,0,0,0,No,-0.810083342,No
10069,RWDD2B,No,No,No,No,24,6,8,0,No,-1.729192203,No
1060,CENPC,No,Yes,No,No,37,5,12,7,No,-0.138005767,No
6121,RPE65,No,Yes,Yes,Yes,6,0,1,1,No,-0.307864395,No
84659,RNASE7,No,No,No,No,34,3,10,4,No,-0.699249452,No
4485,MST1,No,Yes,Yes,No,13,6,11,5,No,0.9308548,No
79412,KREMEN2,No,No,No,No,3,2,2,0,No,-0.810083342,No
5627,PROS1,No,Yes,No,Yes,13,7,9,9,No,2.800464157,No
64399,HHIP,No,No,Yes,No,28,10,16,1,No,-1.198748328,No
5073,PARN,No,No,Yes,No,14,1,2,2,No,-0.385926216,Yes
65109,UPF3B,No,Yes,Yes,No,37,3,10,5,No,-0.643472671,No
2895,GRID2,No,Yes,Yes,Yes,8,3,3,5,No,2.100308676,No
2901,GRIK5,No,No,No,Yes,10,4,4,4,No,1.134986116,No
338761,C1QL4,No,No,No,No,49,7,18,7,No,-0.395378231,No
8774,NAPG,No,No,No,No,30,4,10,7,No,0.249520797,No
308,ANXA5,No,No,Yes,Yes,50,14,25,10,Yes,0.127835918,No
29957,SLC25A24,Yes,No,No,No,25,2,8,6,No,0.209194645,No
5909,RAP1GAP,No,No,Yes,No,46,8,15,8,No,-0.204606223,No
7738,ZNF184,No,No,Yes,No,25,7,12,3,No,-0.79493965,Yes
9663,LPIN2,No,No,No,No,3,0,0,1,No,0.459777032,No
4086,SMAD1,No,Yes,Yes,No,151,55,74,33,No,0.1617451,Yes
158763,ARHGAP36,No,No,No,No,13,2,5,3,No,-0.003949879,No
54872,PIGG,No,No,Yes,No,9,2,2,3,No,0.600791688,No
2791,GNG11,No,No,No,No,12,1,4,1,No,-0.752577076,No
55315,SLC29A3,No,Yes,Yes,No,2,0,1,0,No,-0.732073624,No
6240,RRM1,No,No,No,Yes,29,5,8,8,No,0.462647225,No
55602,CDKN2AIP,No,No,No,No,54,9,18,10,No,-0.152585457,No
4969,OGN,No,No,No,No,8,3,5,2,No,0.095468576,No
9400,RECQL5,No,No,No,No,33,6,11,5,No,-0.503160706,No
928,CD9,No,No,No,Yes,46,14,23,14,No,0.980698793,No
5738,PTGFRN,No,No,Yes,No,14,2,2,3,No,0.112298202,No
26960,NBEA,No,No,No,No,23,9,15,7,No,0.673753138,No
29888,STRN4,No,No,No,No,75,16,24,19,No,0.303261807,No
5226,PGD,No,No,No,Yes,15,2,4,3,Yes,0.023245209,No
2899,GRIK3,No,No,No,Yes,8,2,4,1,No,-0.572811457,No
373863,DND1,No,No,No,No,9,2,2,1,No,-0.686830991,No
27131,SNX5,No,No,No,No,60,10,27,9,No,-0.556019647,No
3684,ITGAM,Yes,Yes,Yes,No,61,12,28,15,No,0.474361071,No
125875,CLDND2,No,No,No,No,29,4,7,5,No,-0.328108863,No
5729,PTGDR,Yes,No,Yes,Yes,8,2,2,4,No,1.432028643,No
5730,PTGDS,No,No,No,No,23,6,10,11,No,1.9851194,No
8425,LTBP4,No,No,Yes,No,35,8,15,3,No,-0.930090639,No
11283,CYP4F8,No,No,No,No,1,0,0,1,No,1.922447449,No
66002,CYP4F12,Yes,No,No,Yes,8,2,2,3,No,0.763748609,No
25864,ABHD14A,No,No,No,No,19,4,8,5,No,0.36727985,No
27005,USP21,No,No,No,No,52,8,17,9,No,-0.3071388,No
5620,PRM2,No,No,No,No,12,1,3,2,No,-0.159539894,No
10927,SPIN1,No,No,No,No,19,8,8,5,No,0.36727985,No
92399,MRRF,No,No,No,No,49,9,21,12,No,0.47664535,Yes
3911,LAMA5,No,Yes,Yes,Yes,40,11,22,11,No,0.581965497,No
5332,PLCB4,No,No,No,No,4,2,2,1,No,0.132057799,No
27257,LSM1,No,No,Yes,No,45,11,15,9,No,0.047109745,No
6095,RORA,Yes,No,Yes,Yes,39,12,13,16,No,1.884609123,Yes
57198,ATP8B2,No,No,No,No,16,4,6,2,No,-0.673106856,No
375035,SFT2D2,No,No,No,No,34,5,7,7,No,0.086327093,No
79794,C12orf49,No,No,No,No,20,4,8,1,No,-1.285858682,No
80856,LNPK,No,No,Yes,No,32,8,11,9,No,0.692768652,No
221584,ZSCAN12P1,No,Yes,Yes,No,1,0,0,0,No,-0.520170265,No
55508,SLC35E3,No,No,No,No,24,6,5,2,No,-1.029670215,No
89766,UMODL1,No,No,No,No,1,0,0,0,No,-0.520170265,No
54883,CWC25,No,No,No,No,14,2,6,3,No,0.112298202,No
221092,HNRNPUL2,No,No,No,No,32,8,8,4,No,-0.646263349,No
91663,MYADM,No,No,No,No,39,8,10,5,No,-0.600351675,No
51267,CLEC1A,No,No,Yes,No,15,1,3,1,No,-0.976298775,No
22903,BTBD3,No,No,No,No,20,1,7,1,No,-1.285858682,Yes
3029,HAGH,No,No,No,Yes,10,3,3,1,No,-0.640212018,No
5917,RARS1,No,No,Yes,No,40,12,19,7,No,-0.285009496,No
51704,GPRC5B,No,No,No,No,23,4,9,5,No,0.018070008,No
84823,LMNB2,No,Yes,Yes,No,55,16,24,8,No,-0.47780644,No
123591,TMEM266,No,No,No,No,12,0,3,1,No,-0.752577076,No
92691,TMEM169,No,No,No,No,2,1,2,2,No,2.495705535,No
747,DAGLA,No,Yes,Yes,Yes,14,0,6,1,Yes,-0.884150635,No
55233,MOB1A,No,No,No,No,29,4,9,7,No,0.199061862,No
55625,ZDHHC7,No,No,No,No,9,3,5,2,No,-0.043019652,Yes
84987,COX14,No,No,No,No,7,3,3,1,No,-0.382081901,No
6443,SGCB,No,Yes,Yes,No,28,9,12,8,No,0.647519469,No
3742,KCNA6,No,No,No,Yes,5,1,1,2,No,0.9373956,No
22845,DOLK,No,Yes,Yes,No,34,6,10,9,No,0.610044789,No
1468,SLC25A10,Yes,No,Yes,Yes,42,6,8,6,No,-0.479576539,No
80350,LPAL2,No,No,Yes,No,8,1,3,3,No,0.763748609,No
10767,HBS1L,No,No,Yes,No,30,7,12,4,No,-0.56876064,No
7181,NR2C1,No,No,No,No,13,7,8,6,No,1.398257139,Yes
54799,MBTD1,No,No,No,No,20,3,6,2,No,-0.923212113,Yes
389336,C5orf46,No,No,No,No,14,3,5,2,No,-0.385926216,No
51764,GNG13,No,No,No,No,39,4,9,2,No,-1.278068256,No
79858,NEK11,No,No,No,Yes,19,8,11,10,No,2.426723544,No
8761,PABPC4,No,No,Yes,No,47,10,14,11,No,0.239329256,No
29954,POMT2,No,Yes,Yes,No,17,2,6,4,No,0.223649674,No
6794,STK11,No,Yes,Yes,No,196,49,89,82,No,2.075719462,No
125981,ACER1,No,No,No,No,2,0,0,0,No,-0.732073624,No
25770,C22orf31,No,No,Yes,No,3,0,0,2,No,1.729637405,Yes
112401,BIRC8,No,No,No,No,21,5,6,5,No,0.157910403,No
285847,LOC285847,No,No,No,No,3,0,3,1,No,0.459777032,No
3039,HBA1,Yes,Yes,Yes,Yes,30,9,9,4,No,-0.56876064,No
51327,AHSP,No,No,No,Yes,14,5,8,4,No,0.610522621,No
7249,TSC2,No,Yes,Yes,No,91,25,39,42,No,2.472019408,No
53343,NUDT9,No,No,No,Yes,7,0,1,2,No,0.389515401,No
8672,EIF4G3,No,No,No,No,30,7,9,10,No,1.067802234,No
23382,AHCYL2,Yes,No,No,No,57,10,15,5,No,-1.10429232,No
60684,TRAPPC11,No,No,Yes,No,23,3,5,7,No,0.673753138,No
3565,IL4,Yes,Yes,No,Yes,54,16,29,14,No,0.535769988,Yes
283638,CEP170B,No,No,No,No,10,1,3,2,No,-0.048479306,No
26353,HSPB8,No,Yes,Yes,No,44,9,18,9,No,0.047109745,No
6675,UAP1,No,No,No,Yes,15,2,4,3,No,0.023245209,No
23034,SAMD4A,No,No,Yes,No,26,5,10,5,No,-0.087900031,No
5557,PRIM1,No,No,No,No,24,1,6,3,No,-0.679909222,No
51647,CIAO2B,No,No,No,No,20,3,4,2,No,-0.923212113,No
4922,NTS,No,No,No,No,8,0,1,1,No,-0.572811457,No
4923,NTSR1,Yes,No,No,No,2,1,1,0,No,-0.732073624,No
414899,BLID,No,No,No,No,12,6,9,8,No,3.3986832,No
6455,SH3GL1,No,No,No,No,55,10,25,13,No,0.288183705,No
8073,PTP4A2,No,No,No,No,24,7,11,2,No,-1.029670215,No
79939,SLC35E1,No,No,No,No,26,9,12,5,No,-0.087900031,No
10307,APBB3,No,No,No,No,27,5,8,10,No,1.355197297,No
123904,NRN1L,No,No,No,No,2,1,1,0,No,-0.732073624,No
84968,PNMA6A,No,No,No,No,7,1,3,0,No,-1.153679204,No
727936,GXYLT2,No,No,Yes,No,8,2,1,1,No,-0.572811457,No
55132,LARP1B,No,No,No,No,29,1,5,2,No,-1.11886495,Yes
389524,GTF2IRD2B,No,No,No,No,4,0,2,0,No,-0.934308929,Yes
154467,CCDC167,No,No,No,No,46,6,17,10,No,0.190495449,No
56311,ANKRD7,No,Yes,No,No,3,1,1,2,No,1.729637405,Yes
11044,TENT4A,No,No,No,No,4,1,3,0,No,-0.934308929,No
23510,KCTD2,No,No,No,No,20,4,6,3,No,-0.560565544,No
2995,GYPC,No,No,Yes,No,15,4,5,2,No,-0.476526783,No
733,C8G,No,No,No,Yes,11,1,4,2,No,-0.272325905,No
2298,FOXD4,No,No,No,No,33,3,10,14,No,1.781339098,Yes
389856,USP27X,No,No,Yes,No,7,2,2,2,No,0.389515401,No
268,AMH,No,Yes,No,No,8,3,3,3,No,0.763748609,No
400966,RGPD1,No,No,No,No,2,0,1,0,No,-0.732073624,No
79861,TUBAL3,No,No,No,No,8,0,0,1,No,-0.572811457,No
8764,TNFRSF14,No,Yes,No,No,34,10,17,10,No,0.871903637,No
9058,SLC13A2,No,No,No,Yes,12,0,4,1,No,-0.752577076,No
4049,LTA,No,Yes,Yes,Yes,18,6,8,7,No,1.244667352,No
4050,LTB,No,No,No,No,5,5,5,3,No,1.910486727,No
286499,FAM133A,No,No,No,No,19,4,3,1,No,-1.280275105,No
1471,CST3,No,Yes,Yes,No,11,5,8,7,No,2.414297374,No
117159,DCD,No,No,No,Yes,16,5,7,6,No,1.141103898,No
51136,RNFT1,No,No,No,No,7,2,2,2,No,0.389515401,No
5464,PPA1,No,No,No,No,21,10,11,9,No,1.663641922,No
541466,CT45A1,No,No,No,No,19,0,5,2,No,-0.868386366,No
84908,FAM136A,No,No,No,No,53,8,17,4,No,-1.185118624,No
727851,RGPD8,No,No,No,No,27,4,6,2,No,-1.084500492,No
64924,SLC30A5,No,No,No,No,30,9,8,9,No,0.795041755,No
4818,NKG7,No,No,No,No,50,10,19,9,No,-0.046568799,No
159090,FAM122B,No,No,No,No,13,2,3,2,No,-0.471352218,No
647309,GMNC,No,No,No,No,1,1,0,0,No,-0.520170265,No
3083,HGFAC,No,No,Yes,No,13,2,3,2,No,-0.471352218,No
3446,IFNA10,No,No,No,No,3,0,1,0,No,-0.810083342,No
259294,TAS2R19,No,No,No,No,7,0,2,1,No,-0.382081901,No
441250,TYW1B,No,No,Yes,No,11,3,4,3,No,0.264998751,No
131118,DNAJC19,No,Yes,Yes,No,24,7,7,6,No,0.36937376,No
51479,ANKFY1,No,No,No,No,22,4,7,4,No,-0.242093308,No
8321,FZD1,No,No,No,No,16,4,5,2,No,-0.673106856,Yes
4753,NELL2,No,No,No,No,37,9,11,3,No,-1.148939576,No
55223,TRIM62,No,No,No,No,27,7,5,3,No,-0.779538268,Yes
54521,WDR44,No,No,No,No,26,9,8,6,No,0.208448646,No
5583,PRKCH,No,Yes,Yes,No,33,12,15,15,No,2.03517241,No
283458,NME2P1,No,No,No,No,40,10,13,12,No,0.798709245,No
4317,MMP8,Yes,No,Yes,Yes,6,2,2,4,No,2.15236199,No
5382,PMS2P4,No,No,No,No,2,0,0,0,No,-0.732073624,No
375775,PNPLA7,No,No,Yes,No,3,0,0,0,No,-0.810083342,No
5504,PPP1R2,No,No,No,No,23,7,9,11,No,1.9851194,No
58475,MS4A7,No,No,No,No,14,4,5,3,No,0.112298202,No
7716,VEZF1,No,No,No,No,75,15,22,4,No,-1.37198047,Yes
958,CD40,No,Yes,Yes,Yes,57,15,27,15,No,0.373057367,No
120224,TMEM45B,No,No,No,No,42,6,15,5,No,-0.666530106,No
4775,NFATC3,No,No,Yes,No,24,12,15,15,No,3.517222704,Yes
523,ATP6V1A,No,No,Yes,Yes,67,12,20,16,No,0.321089273,No
6853,SYN1,No,No,Yes,No,41,11,19,13,No,0.789764833,No
6736,SRY,No,Yes,Yes,No,8,4,3,2,No,0.095468576,Yes
2729,GCLC,No,Yes,Yes,Yes,12,0,2,2,No,-0.159539894,Yes
84256,FLYWCH1,No,No,No,No,23,2,5,2,No,-0.965454688,No
23268,DNMBP,No,No,Yes,No,23,6,10,3,No,-0.637613123,No
7730,ZNF177,No,No,No,No,22,3,7,5,No,0.134647402,Yes
345,APOC3,No,No,Yes,Yes,16,3,5,7,No,1.594656587,No
388951,TSPYL6,No,No,No,No,58,6,17,8,No,-0.661087414,No
57708,MIER1,No,No,No,No,27,5,10,7,No,0.440310626,Yes
23157,SEPTIN6,No,No,No,No,48,10,10,2,No,-1.354603587,No
8660,IRS2,No,No,Yes,No,50,15,30,30,No,3.615930242,No
83734,ATG10,No,No,Yes,No,6,1,2,0,No,-1.127939856,No
643246,MAP1LC3B2,No,No,Yes,No,18,10,13,0,No,-1.57745827,No
57595,PDZD4,No,No,No,No,17,3,3,1,No,-1.143889732,No
2046,EPHA8,No,No,No,Yes,40,14,20,5,No,-0.718496992,No
284358,MAMSTR,No,Yes,Yes,No,1,1,1,0,No,-0.520170265,Yes
100287399,POTEB2,No,No,No,No,4,0,1,0,No,-0.934308929,No
79713,IGFLR1,No,No,No,No,5,1,2,0,No,-1.008786655,No
147920,IGFL2,No,No,No,No,4,1,3,0,No,-0.934308929,No
81833,SPACA1,No,No,No,No,71,11,21,9,No,-0.627246398,No
80124,VCPIP1,No,No,No,No,37,9,17,2,No,-1.401673028,No
126206,NLRP5,No,No,No,No,8,2,2,2,No,0.095468576,No
396,ARHGDIA,No,No,Yes,No,60,18,32,22,No,1.607539796,No
23380,SRGAP2,No,No,No,No,25,4,10,4,No,-0.460228218,No
123872,DNAAF1,No,Yes,Yes,No,2,1,2,0,No,-0.732073624,No
26509,MYOF,No,No,No,No,21,7,9,2,No,-0.971388236,No
170680,PSORS1C2,No,Yes,Yes,No,26,8,10,0,No,-1.569643417,No
84083,ZRANB3,No,No,Yes,No,11,5,4,5,No,1.339648063,No
56142,PCDHA6,No,No,No,No,4,0,0,0,No,-0.934308929,No
55051,NRDE2,No,No,No,No,12,2,2,0,No,-1.345614259,No
11063,SOX30,No,No,No,No,17,2,2,1,No,-1.143889732,Yes
54606,DDX56,No,No,No,No,35,5,10,6,No,-0.23860964,No
374407,DNAJB13,No,No,Yes,No,12,1,1,1,No,-0.752577076,No
28512,NKIRAS1,No,No,No,No,15,9,9,3,No,0.023245209,No
80232,WDR26,No,No,No,No,55,13,22,8,No,-0.47780644,No
85359,DGCR6L,No,No,No,No,33,10,9,0,No,-1.772327264,No
347733,TUBB2B,No,Yes,No,Yes,41,9,17,18,No,1.78103345,No
91012,CERS5,No,No,No,No,8,0,2,3,No,0.763748609,Yes
10561,IFI44,No,No,No,No,2,0,0,0,No,-0.732073624,No
55024,BANK1,No,Yes,Yes,No,7,5,5,2,No,0.389515401,No
79577,CDC73,No,Yes,Yes,No,82,16,29,18,No,0.199981099,No
3710,ITPR3,No,Yes,Yes,No,51,16,17,16,No,0.898749329,No
8424,BBOX1,No,No,No,Yes,15,6,6,1,No,-0.976298775,No
5328,PLAU,No,No,Yes,Yes,24,8,10,16,No,3.866983698,No
605,BCL7A,No,Yes,No,No,54,9,12,5,No,-1.013029763,Yes
79836,LONRF3,No,No,No,No,13,2,3,1,No,-0.938754558,No
10411,RAPGEF3,No,No,No,No,23,5,9,7,No,0.673753138,Yes
10214,SSX3,No,No,No,No,28,4,3,0,No,-1.462500871,Yes
29960,MRM2,No,No,No,No,10,2,3,3,No,0.543253405,No
57335,ZNF286A,No,No,No,No,21,1,3,2,No,-0.971388236,Yes
27351,DESI1,No,No,No,No,32,5,4,1,No,-1.44968255,No
162073,ITPRIPL2,No,No,No,No,4,1,1,1,No,0.132057799,No
5362,PLXNA2,No,No,No,No,36,5,8,2,No,-1.274024384,Yes
29068,ZBTB44,No,No,No,No,27,7,9,7,No,0.440310626,Yes
55282,LRRC36,No,No,No,No,10,1,6,1,No,-0.640212018,No
11176,BAZ2A,No,No,No,No,31,6,15,8,No,0.51873479,Yes
28959,TMEM176B,No,No,No,No,2,0,0,1,No,0.881815956,No
93979,CPA5,No,No,No,No,13,3,2,3,No,-0.003949879,No
258010,SVIP,No,No,No,No,12,2,4,2,No,-0.159539894,No
717,C2,No,Yes,Yes,No,19,3,8,9,No,2.014834805,No
56121,PCDHB15,No,No,No,No,24,1,4,3,No,-0.679909222,No
79054,TRPM8,No,Yes,Yes,Yes,13,1,7,3,Yes,-0.003949879,No
4931,NVL,No,No,No,No,34,7,13,7,No,0.086327093,No
55572,FOXRED1,No,No,No,No,18,4,8,6,No,0.841506549,No
6284,S100A13,No,No,No,Yes,25,5,9,5,Yes,-0.125516787,No
10379,IRF9,No,No,No,No,61,18,29,11,No,-0.138041581,Yes
10162,LPCAT3,No,No,No,No,20,1,6,9,No,1.61531387,No
90594,ZNF439,No,No,No,No,26,1,1,0,No,-1.569643417,Yes
1476,CSTB,No,Yes,Yes,Yes,22,4,6,4,No,-0.242093308,No
221477,C6orf89,No,No,No,No,15,4,5,5,No,1.022789193,No
64222,TOR3A,No,No,No,No,15,5,4,4,No,0.523017201,No
83481,EPPK1,No,No,No,No,23,2,5,6,No,0.345911573,No
57689,LRRC4C,No,No,No,No,53,7,21,3,No,-1.357207486,No
137209,ZNF572,No,No,No,No,65,8,10,2,No,-1.611087823,Yes
1036,CDO1,No,No,No,Yes,14,6,4,3,No,0.112298202,No
7347,UCHL3,No,No,No,No,49,11,19,7,No,-0.395378231,No
25865,PRKD2,No,Yes,Yes,No,73,16,30,27,No,1.70804019,No
9486,CHST10,No,No,No,No,18,2,4,1,No,-1.174297466,No
81539,SLC38A1,No,No,No,No,32,6,8,5,No,-0.378456949,No
79802,HHIPL2,No,No,No,No,1,0,1,1,No,1.922447449,No
200132,TCTEX1D1,No,No,No,No,1,0,0,0,No,-0.520170265,No
3127,HLA-DRB5,No,Yes,No,No,11,4,5,5,No,1.339648063,Yes
2181,ACSL3,No,No,No,Yes,27,5,9,8,No,0.74527285,No
113220,KIF12,No,No,No,No,2,1,1,0,No,-0.732073624,No
54927,CHCHD3,No,No,No,No,80,18,27,12,No,-0.504300163,Yes
286128,ZFP41,No,No,No,No,42,10,22,6,No,-0.479576539,Yes
22868,FASTKD2,No,No,Yes,No,19,1,3,2,No,-0.868386366,No
7474,WNT5A,No,Yes,No,No,32,11,12,7,No,0.157155852,Yes
2868,GRK4,No,No,No,No,17,10,13,7,No,1.591189079,No
57468,SLC12A5,No,No,Yes,Yes,8,2,3,2,No,0.095468576,No
162655,ZNF519,No,No,No,No,5,0,0,1,No,-0.035695528,Yes
4946,OAZ1,No,No,No,Yes,35,10,13,12,No,1.144352356,No
54856,GON4L,No,No,No,No,9,2,3,0,No,-1.33064233,Yes
4714,NDUFB8,No,No,No,Yes,53,13,12,23,No,2.084569739,No
9672,SDC3,No,No,No,No,36,6,12,9,No,0.333179819,No
55157,DARS2,No,No,Yes,Yes,26,7,11,7,No,0.504797323,No
25930,PTPN23,No,No,No,No,72,13,29,15,No,0.151182465,No
79801,SHCBP1,No,No,No,No,33,3,9,4,No,-0.756994018,No
116448,OLIG1,No,Yes,No,No,24,5,8,6,No,0.36937376,Yes
440519,ZNF724,No,No,No,No,7,3,4,1,No,-0.382081901,No
388407,LINC02875,No,No,No,No,29,8,15,6,No,-0.0645235,No
7755,ZNF205,Yes,No,No,No,18,2,4,1,No,-1.174297466,Yes
811,CALR,No,No,Yes,Yes,86,35,48,36,No,1.985354194,Yes
163786,SASS6,No,No,Yes,No,31,8,18,1,No,-1.463848028,No
147923,ZNF420,No,No,No,No,24,5,7,8,No,1.068895747,Yes
339221,ENPP7,No,No,No,No,16,3,4,4,No,0.233998521,No
3149,HMGB3,No,No,No,No,22,4,6,4,No,-0.242093308,Yes
375686,SPATC1,No,No,No,No,4,0,1,1,No,0.132057799,No
7568,ZNF20,No,No,No,No,42,3,4,1,No,-1.414344371,Yes
2944,GSTM1,No,No,No,Yes,6,0,2,3,Yes,1.332286528,No
23211,ZC3H4,No,No,No,No,29,7,10,9,No,0.726232587,Yes
10365,KLF2,Yes,No,No,No,13,3,5,3,No,-0.003949879,Yes
221927,BRAT1,No,No,Yes,No,22,4,8,5,No,0.134647402,No
4542,MYO1F,No,No,No,No,16,2,5,1,No,-1.126659545,No
7162,TPBG,No,No,No,No,23,3,5,5,No,0.018070008,No
4215,MAP3K3,No,No,No,Yes,65,15,28,29,No,2.234696111,No
55608,ANKRD10,No,No,No,No,20,4,9,2,No,-0.923212113,Yes
27152,INTU,No,No,No,No,22,4,10,4,No,-0.242093308,No
27242,TNFRSF21,No,No,No,No,15,6,8,1,No,-0.976298775,No
285180,RUFY4,No,No,No,No,7,1,3,0,No,-1.153679204,No
6382,SDC1,No,No,Yes,No,61,11,25,22,No,1.546065712,No
123811,CEP20,No,No,Yes,No,21,4,13,2,No,-0.971388236,No
54920,DUS2,No,No,No,No,5,3,4,2,No,0.9373956,No
64951,MRPS24,No,No,No,No,26,2,5,2,No,-0.976946063,No
60528,ELAC2,No,Yes,Yes,No,21,1,9,4,No,-0.218522477,No
79947,DHDDS,No,Yes,Yes,No,18,7,12,2,No,-0.771136663,No
79444,BIRC7,No,No,No,No,54,12,20,13,No,0.363681127,No
654483,BOLA2B,No,No,No,No,44,10,14,9,No,0.047109745,No
23654,PLXNB2,No,No,No,No,34,4,10,4,No,-0.699249452,Yes
55556,ENOSF1,No,No,No,No,3,1,2,0,No,-0.810083342,No
5310,PKD1,No,Yes,Yes,No,26,13,17,13,No,2.282889386,No
51665,ASB1,No,No,No,No,6,0,2,1,No,-0.307864395,Yes
81790,RNF170,No,No,Yes,No,40,6,13,7,No,-0.285009496,No
220441,RNF152,No,No,No,No,10,1,3,1,No,-0.640212018,No
117248,GALNT15,No,No,No,No,17,2,5,2,No,-0.688043263,No
8365,H4C8,No,No,No,No,84,16,26,19,No,0.196868805,No
9670,IPO13,No,No,No,No,36,8,11,9,No,0.333179819,No
54894,RNF43,No,No,No,No,25,7,8,6,No,0.209194645,No
10212,DDX39A,No,No,No,No,45,5,14,13,No,0.831631204,No
5648,MASP1,No,No,Yes,No,20,5,8,7,No,0.890020732,No
23288,IQCE,No,No,No,No,24,4,7,6,No,0.36937376,No
3339,HSPG2,No,Yes,Yes,Yes,53,23,32,17,No,1.052036572,No
22931,RAB18,No,No,No,No,16,6,8,3,No,-0.219554168,Yes
222696,ZSCAN23,No,No,Yes,No,24,0,3,1,No,-1.379431209,Yes
91624,NEXN,No,Yes,Yes,No,45,11,18,8,No,-0.14902062,No
6932,TCF7,No,No,No,No,10,5,5,2,No,-0.048479306,Yes
6769,STAC,No,No,No,No,24,8,13,7,No,0.719134754,No
51447,IP6K2,No,No,Yes,No,16,2,3,5,No,0.68755121,No
6013,RLN1,No,No,No,No,4,2,2,1,No,0.132057799,No
51478,HSD17B7,No,No,No,Yes,17,2,3,8,No,2.047035547,No
3709,ITPR2,No,Yes,Yes,No,24,6,10,7,No,0.719134754,No
57047,PLSCR2,No,No,No,No,14,4,2,1,No,-0.884150635,No
56675,NRIP3,No,No,No,No,34,7,8,3,No,-0.9611083,No
105372240,LOC105372240,No,No,No,No,8,1,2,0,No,-1.24109149,No
2049,EPHB3,No,No,No,No,25,5,13,6,No,0.209194645,No
81533,ITFG1,No,No,No,No,15,3,3,2,No,-0.476526783,No
79400,NOX5,No,No,No,No,22,5,9,11,No,2.395091661,No
83795,KCNK16,No,Yes,Yes,No,16,1,4,0,No,-1.580212234,No
8819,SAP30,No,No,No,No,51,9,13,7,No,-0.651678265,Yes
54681,P4HTM,No,No,No,Yes,6,0,1,3,No,1.332286528,No
5673,PSG5,No,No,No,Yes,4,0,1,1,No,0.132057799,No
100131496,LOC100131496,No,No,No,No,9,4,9,6,No,2.532225706,No
7143,TNR,No,No,No,No,12,2,5,3,No,0.433497288,No
9943,OXSR1,No,No,No,Yes,34,11,16,14,No,1.91933903,No
84541,KBTBD8,No,No,No,No,5,1,3,0,No,-1.008786655,No
114818,KLHL29,No,No,Yes,No,8,0,1,1,No,-0.572811457,No
8883,NAE1,No,No,No,Yes,14,3,7,1,No,-0.884150635,No
25820,ARIH1,No,No,No,No,89,14,28,8,No,-1.194662974,No
147660,ZNF578,No,No,No,No,16,0,0,0,No,-1.580212234,Yes
8805,TRIM24,No,Yes,No,No,102,18,28,29,No,0.784603499,Yes
55139,ANKZF1,No,No,No,No,10,3,5,4,No,1.134986116,Yes
80023,NRSN2,No,No,No,No,11,1,1,1,No,-0.809650561,No
3998,LMAN1,No,Yes,No,Yes,20,5,8,7,No,0.890020732,No
2938,GSTA1,No,No,No,Yes,13,0,2,4,No,0.46345246,No
79791,FBXO31,No,No,No,No,43,10,20,13,No,0.846867836,No
342898,SYCN,No,No,No,No,1,0,0,0,No,-0.520170265,No
9729,KIAA0408,No,No,No,No,41,10,16,4,No,-0.994518678,No
23099,ZBTB43,No,No,No,No,37,6,7,4,No,-0.896206124,Yes
83446,CCDC70,No,No,No,No,15,4,4,2,No,-0.476526783,No
79846,CFAP69,No,No,Yes,No,1,0,0,0,No,-0.520170265,No
23400,ATP13A2,No,Yes,Yes,No,67,11,20,17,No,0.453583359,No
